policy,状态ID,省份,年月,供应链环节,desired_action,applied_action,risk_score,uncertainty_score,rescaled_reward,experimental_label
Q-learning,湖北|生产|2023-04,湖北,2023-04,生产,5,5,0.42492846284872,0.7727560774612691,0.9631253480911255,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|餐饮|2023-04,湖北,2023-04,餐饮,10,10,0.3282528424292164,0.49976006760093333,0.9473938941955566,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|流通|2023-04,湖南,2023-04,流通,1,1,0.021565783767344332,0.005439260724016316,-0.0027569481171667576,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|生产|2023-04,湖南,2023-04,生产,5,5,0.49510687742417053,0.9926700906210701,0.9848785996437073,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|餐饮|2023-04,湖南,2023-04,餐饮,3,3,0.42492846284872,0.7727560774612691,0.9163410663604736,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,甘肃|流通|2023-04,甘肃,2023-04,流通,3,3,0.2796539025126975,0.379031027348059,0.7127171754837036,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,甘肃|餐饮|2023-04,甘肃,2023-04,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|流通|2023-04,福建,2023-04,流通,5,5,0.027009808966380083,0.0036083631826077734,-0.06877874583005905,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|生产|2023-04,福建,2023-04,生产,10,10,0.13336819923985105,0.10299139265502649,0.3782784342765808,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|餐饮|2023-04,福建,2023-04,餐饮,3,3,0.14519214891387974,0.11964138713469151,0.34103095531463623,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|流通|2023-04,贵州,2023-04,流通,3,3,0.058881318045743924,0.025187247998256192,0.0688328742980957,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|餐饮|2023-04,贵州,2023-04,餐饮,5,5,0.06632904451560828,0.0307388167576519,0.08274275809526443,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|流通|2023-04,辽宁,2023-04,流通,1,1,0.02892669242361799,0.005412136461028006,0.0061602285131812096,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|生产|2023-04,辽宁,2023-04,生产,5,5,0.2663648897446099,0.23134670703592888,0.726412296295166,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|餐饮|2023-04,辽宁,2023-04,餐饮,10,10,0.18040688817246398,0.11798006777820459,0.5495548248291016,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|流通|2023-04,重庆,2023-04,流通,3,3,0.06848646154974462,0.02156709872596632,0.08906328678131104,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|生产|2023-04,重庆,2023-04,生产,5,5,0.2336719866950633,0.18359625176526417,0.6459848284721375,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,陕西|流通|2023-04,陕西,2023-04,流通,5,5,0.10048422531520056,0.06268828337606971,0.2199682891368866,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|流通|2023-04,黑龙江,2023-04,流通,5,5,0.1039008975873931,0.06645193585303241,0.23388293385505676,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|生产|2023-04,黑龙江,2023-04,生产,5,5,0.415588929480408,0.7447291723394609,0.9586232304573059,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|餐饮|2023-04,黑龙江,2023-04,餐饮,0,0,0.004301133086042364,0.0010120446625888557,-0.0013538458151742816,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,上海|流通|2023-05,上海,2023-05,流通,3,3,0.06138354625080665,0.026994313157906527,0.07633552700281143,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,上海|餐饮|2023-05,上海,2023-05,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|流通|2023-05,不详,2023-05,流通,3,3,0.3754660760440348,0.00019397657370846477,0.6732885837554932,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|餐饮|2023-05,不详,2023-05,餐饮,0,0,0.0009056747562895058,0.00012491677377596795,-0.0002850748132914305,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|流通|2023-05,云南,2023-05,流通,5,5,0.10006375329560907,0.0622320707593625,0.21825651824474335,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|生产|2023-05,云南,2023-05,生产,3,3,0.415588929480408,0.7447291723394609,0.9087384343147278,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|餐饮|2023-05,云南,2023-05,餐饮,1,1,0.019825348002575405,0.004857266040729208,-0.005141908768564463,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,内蒙古|流通|2023-05,内蒙古,2023-05,流通,3,3,0.16195902742317175,0.14512007481314879,0.39413297176361084,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,内蒙古|餐饮|2023-05,内蒙古,2023-05,餐饮,5,5,0.09621688174062909,0.05812942962281785,0.20260627567768097,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,北京|流通|2023-05,北京,2023-05,流通,3,3,0.3263371730132224,0.4947714051353257,0.8005642294883728,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,吉林|流通|2023-05,吉林,2023-05,流通,3,3,0.09219536458930408,0.053978642592128,0.17150108516216278,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,吉林|餐饮|2023-05,吉林,2023-05,餐饮,3,3,0.16831439928654912,0.1553351199513964,0.4139927923679352,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|流通|2023-05,四川,2023-05,流通,1,1,0.025407683538296907,0.006833440200289282,0.0025592222809791565,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|生产|2023-05,四川,2023-05,生产,5,5,0.29671237192259103,0.4199862773677558,0.8380320072174072,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|餐饮|2023-05,四川,2023-05,餐饮,10,10,0.24924361965741038,0.1654051691838093,0.7518226504325867,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,天津|流通|2023-05,天津,2023-05,流通,1,1,0.0445857580891586,0.01600825598893786,0.030128825455904007,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,天津|餐饮|2023-05,天津,2023-05,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|流通|2023-05,安徽,2023-05,流通,3,3,0.02502116704069831,0.001227912121777228,-0.03270847350358963,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|生产|2023-05,安徽,2023-05,生产,3,3,0.06906179323815007,0.03290574711262581,0.09959570318460464,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|餐饮|2023-05,安徽,2023-05,餐饮,10,10,0.4382255821724462,0.02012187063275236,0.9144952893257141,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|流通|2023-05,山东,2023-05,流通,0,0,0.0,0.0,0.0,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|生产|2023-05,山东,2023-05,生产,0,0,0.10649654522836406,0.0202006472708733,-0.033508844673633575,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|餐饮|2023-05,山东,2023-05,餐饮,0,0,0.007139001208712732,0.0015609079610650848,-0.0022471046540886164,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|流通|2023-05,山西,2023-05,流通,3,3,0.12623639497088546,0.09349001984629879,0.2802700400352478,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|餐饮|2023-05,山西,2023-05,餐饮,0,0,0.018942756240352042,0.0045739993712939206,-0.005962447728961706,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|流通|2023-05,广东,2023-05,流通,5,5,0.035893155208994304,0.00023024146956096236,-0.04455043748021126,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|生产|2023-05,广东,2023-05,生产,5,5,0.08227923386474427,0.0014484971431811748,0.10181281715631485,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|餐饮|2023-05,广东,2023-05,餐饮,0,0,0.013366629019815016,0.001976678747834844,-0.004207323305308819,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|流通|2023-05,广西,2023-05,流通,1,1,0.003825148790193559,0.0008539047362151298,-0.02642844244837761,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|生产|2023-05,广西,2023-05,生产,10,10,0.4429591733576505,0.0017207105978113363,0.9132615327835083,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|餐饮|2023-05,广西,2023-05,餐饮,10,10,0.13681689267465894,0.05262235941367154,0.3253820240497589,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,新疆|流通|2023-05,新疆,2023-05,流通,5,5,0.2483066941725897,0.30808144874073323,0.7375612258911133,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,新疆|生产|2023-05,新疆,2023-05,生产,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,新疆|餐饮|2023-05,新疆,2023-05,餐饮,3,3,0.043987484792589265,0.01566712158041837,0.025048620998859406,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|流通|2023-05,江苏,2023-05,流通,3,3,0.02523267752560116,0.0004991874815435603,-0.0327884703874588,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|生产|2023-05,江苏,2023-05,生产,3,3,0.0539951516603167,0.021829542660739103,0.054299354553222656,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|餐饮|2023-05,江苏,2023-05,餐饮,0,0,0.019143185491118708,0.00463762477494117,-0.0060255336575210094,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|流通|2023-05,江西,2023-05,流通,1,1,0.013303493246197633,0.0019302668652292606,-0.014428852126002312,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|生产|2023-05,江西,2023-05,生产,3,3,0.03462631626159152,0.010787080359785256,-0.0016324426978826523,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|餐饮|2023-05,江西,2023-05,餐饮,3,3,0.021923108851694365,0.0055625837775502215,-0.03669160604476929,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|流通|2023-05,河北,2023-05,流通,0,0,0.012667937327684876,0.000795938398278445,-0.003987403586506844,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|餐饮|2023-05,河北,2023-05,餐饮,5,5,0.09431095119489233,0.05614456089238775,0.19486162066459656,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|流通|2023-05,河南,2023-05,流通,0,0,0.016783141579295224,0.0007829094152373423,-0.0052826981991529465,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|餐饮|2023-05,河南,2023-05,餐饮,5,5,0.3869698358499207,0.018150367987831695,0.7914227843284607,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|流通|2023-05,浙江,2023-05,流通,3,3,0.05197854839131112,0.0011289314287478292,0.032595325261354446,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|生产|2023-05,浙江,2023-05,生产,3,3,0.06629636891912025,0.030713326465009287,0.0911782905459404,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|餐饮|2023-05,浙江,2023-05,餐饮,3,3,0.022413949541948242,0.005734113023602623,-0.035362742841243744,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|流通|2023-05,湖北,2023-05,流通,1,1,0.024228937391017807,0.004103173693430704,-0.00015411699132528156,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|生产|2023-05,湖北,2023-05,生产,5,5,0.2844670833939517,0.22440156731131963,0.748949408531189,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|餐饮|2023-05,湖北,2023-05,餐饮,3,3,0.14248404375353935,0.11573030233949806,0.33238208293914795,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|流通|2023-05,湖南,2023-05,流通,1,1,0.01472869738893157,0.0033321264201443056,-0.012041333131492138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|生产|2023-05,湖南,2023-05,生产,5,5,0.3765641044586301,0.6312438847190469,0.9337614178657532,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|餐饮|2023-05,湖南,2023-05,餐饮,10,10,0.27053891053823387,0.35781141613915857,0.8746417164802551,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,甘肃|流通|2023-05,甘肃,2023-05,流通,3,3,0.2212221772833976,0.25158446260042283,0.5697494149208069,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|流通|2023-05,福建,2023-05,流通,0,0,0.012606140851399699,0.0013167621399359842,-0.003967952448874712,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|生产|2023-05,福建,2023-05,生产,0,0,0.12027331720478676,0.08586427576116261,-0.03783976659178734,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,福建|餐饮|2023-05,福建,2023-05,餐饮,5,5,0.09857020090947238,0.06062394560077945,0.2121778130531311,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,西藏|餐饮|2023-05,西藏,2023-05,餐饮,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|流通|2023-05,贵州,2023-05,流通,5,5,0.14164918268928894,0.030251475810464598,0.3082616925239563,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,贵州|餐饮|2023-05,贵州,2023-05,餐饮,5,5,0.0680294968352114,0.03207904392897873,0.08943400532007217,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|流通|2023-05,辽宁,2023-05,流通,3,3,0.0198138466693821,0.003214873469115214,-0.04370933026075363,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|生产|2023-05,辽宁,2023-05,生产,5,5,0.25692490707155,0.22088557626544422,0.7066649794578552,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,辽宁|餐饮|2023-05,辽宁,2023-05,餐饮,10,10,0.15601585045351618,0.09264508837475392,0.44441547989845276,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|流通|2023-05,重庆,2023-05,流通,3,3,0.05033801469776128,0.013118388626107138,0.03836852312088013,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|生产|2023-05,重庆,2023-05,生产,5,5,0.2623613489447294,0.09790565174518974,0.6459298133850098,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,重庆|餐饮|2023-05,重庆,2023-05,餐饮,10,10,0.2604960723338964,0.33498519689181727,0.8555285334587097,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,陕西|流通|2023-05,陕西,2023-05,流通,3,3,0.08368235243112393,0.045663301055975575,0.1447634994983673,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,陕西|餐饮|2023-05,陕西,2023-05,餐饮,5,5,0.07623982689093249,0.038925725675620464,0.12200639396905899,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|流通|2023-05,黑龙江,2023-05,流通,3,3,0.08296138805888412,0.044988765650175316,0.1425124555826187,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,黑龙江|餐饮|2023-05,黑龙江,2023-05,餐饮,0,0,0.004577158210482926,0.0010994903725820085,-0.001440728665329516,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,上海|流通|2023-06,上海,2023-06,流通,3,3,0.052163992006854315,0.02062983795343013,0.04889407381415367,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,上海|生产|2023-06,上海,2023-06,生产,5,5,0.19287452796370227,0.19758647382146022,0.5751206278800964,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|流通|2023-06,不详,2023-06,流通,5,5,0.3664320480899615,1.9151966911474397e-05,0.7581139802932739,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,不详|餐饮|2023-06,不详,2023-06,餐饮,0,0,0.00034870132222758075,3.3179089572340866e-05,-0.00010975900659104809,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|流通|2023-06,云南,2023-06,流通,3,3,0.0864704669397144,0.048315675747994495,0.15348924696445465,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,云南|餐饮|2023-06,云南,2023-06,餐饮,3,3,0.02106206544169782,0.005267630318829831,-0.03901757672429085,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,内蒙古|流通|2023-06,内蒙古,2023-06,流通,5,5,0.10613418294951321,0.06896621661092432,0.24298062920570374,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,内蒙古|餐饮|2023-06,内蒙古,2023-06,餐饮,5,5,0.08073722380917073,0.042937287517588026,0.14001153409481049,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,北京|流通|2023-06,北京,2023-06,流通,3,3,0.27315331626549727,0.36384939106479797,0.6985956430435181,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,北京|餐饮|2023-06,北京,2023-06,餐饮,10,10,0.17213308183518627,0.16161726516704183,0.5702418088912964,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,吉林|流通|2023-06,吉林,2023-06,流通,3,3,0.08987675042722432,0.021530355091453495,0.14023959636688232,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,吉林|生产|2023-06,吉林,2023-06,生产,5,5,0.4866731556725592,0.9654482420296796,0.9831331372261047,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,吉林|餐饮|2023-06,吉林,2023-06,餐饮,3,3,0.028405959498597616,0.008025540097044129,-0.01897108182311058,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|流通|2023-06,四川,2023-06,流通,1,1,0.07466156419464284,0.004991898847400438,0.06136959418654442,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,四川|餐饮|2023-06,四川,2023-06,餐饮,10,10,0.19669395310254975,0.11084357807900116,0.5885798335075378,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,天津|流通|2023-06,天津,2023-06,流通,1,1,0.033510035272443436,0.0102630139618131,0.013999848626554012,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,宁夏|流通|2023-06,宁夏,2023-06,流通,1,1,0.54,1.0,0.798214316368103,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,宁夏|餐饮|2023-06,宁夏,2023-06,餐饮,10,10,0.24863910373983306,0.30880324737376574,0.829877495765686,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|流通|2023-06,安徽,2023-06,流通,3,3,0.03993643671863699,0.0007804496443925398,0.003104975214228034,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|生产|2023-06,安徽,2023-06,生产,3,3,0.05185385620542896,0.020429830738154058,0.047980897128582,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,安徽|餐饮|2023-06,安徽,2023-06,餐饮,5,5,0.07062192184249576,0.017660038735825286,0.08246084302663803,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|流通|2023-06,山东,2023-06,流通,10,10,0.23220111632257434,0.0,0.5781985521316528,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|生产|2023-06,山东,2023-06,生产,1,1,0.07683269905731556,0.008119030826470449,0.06545690447092056,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山东|餐饮|2023-06,山东,2023-06,餐饮,0,0,0.006125643533314603,0.0013701097514596543,-0.0019281364511698484,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|流通|2023-06,山西,2023-06,流通,5,5,0.12014567039584242,0.08570424108701628,0.29995623230934143,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,山西|餐饮|2023-06,山西,2023-06,餐饮,0,0,0.017225688619185536,0.004045860988655541,-0.005421992391347885,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|流通|2023-06,广东,2023-06,流通,0,0,0.008348616760668144,1.697689550070338e-05,-0.0026278472505509853,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|生产|2023-06,广东,2023-06,生产,3,3,0.013005816573831291,0.0006932395536340122,-0.06222818046808243,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广东|餐饮|2023-06,广东,2023-06,餐饮,0,0,0.005513386594865157,0.000818311212857633,-0.0017354199662804604,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|流通|2023-06,广西,2023-06,流通,0,0,0.002445449830324954,0.00045761567866410015,-0.000769742124248296,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|生产|2023-06,广西,2023-06,生产,10,10,0.42853967397037745,0.0011872586254690726,0.9024978280067444,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,广西|餐饮|2023-06,广西,2023-06,餐饮,5,5,0.08446940008927864,0.030375566136122915,0.1385418325662613,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,新疆|流通|2023-06,新疆,2023-06,流通,3,3,0.15456627148632945,0.13362043771713109,0.3708292543888092,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,新疆|生产|2023-06,新疆,2023-06,生产,3,3,0.54,1.0,0.9660816192626953,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,新疆|餐饮|2023-06,新疆,2023-06,餐饮,3,3,0.033804947281978165,0.010400261097567101,-0.003940260037779808,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|流通|2023-06,江苏,2023-06,流通,0,0,0.0017381867188652434,0.00024221781563369955,-0.0005471204640343785,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|生产|2023-06,江苏,2023-06,生产,3,3,0.05026987044390731,0.019422727169663822,0.04332743585109711,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江苏|餐饮|2023-06,江苏,2023-06,餐饮,0,0,0.00960914504181593,0.002071248488111362,-0.0030246141832321882,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|流通|2023-06,江西,2023-06,流通,3,3,0.03720748989242326,0.0019014211083334873,-0.0026037287898361683,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|生产|2023-06,江西,2023-06,生产,3,3,0.03619123765182644,0.011542641417980377,0.0027796952053904533,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,江西|餐饮|2023-06,江西,2023-06,餐饮,3,3,0.021371083188186993,0.005372613316351017,-0.03818356990814209,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|流通|2023-06,河北,2023-06,流通,0,0,0.006531418057219143,0.00036694476767497834,-0.0020558596588671207,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|生产|2023-06,河北,2023-06,生产,5,5,0.24306379351596108,0.2967863690800553,0.7243785262107849,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河北|餐饮|2023-06,河北,2023-06,餐饮,5,5,0.06007713382548885,0.02604347704601706,0.058325186371803284,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|流通|2023-06,河南,2023-06,流通,3,3,0.07887892985030588,0.0006330021543483763,0.09716491401195526,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|生产|2023-06,河南,2023-06,生产,5,5,0.4281332046907875,0.7824458725633434,0.964561939239502,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,河南|餐饮|2023-06,河南,2023-06,餐饮,5,5,0.37153371767573806,0.017729208313554734,0.7724515795707703,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|流通|2023-06,浙江,2023-06,流通,1,1,0.008779715745433164,0.0008127300911961769,-0.020440388470888138,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|生产|2023-06,浙江,2023-06,生产,3,3,0.04899437836463963,0.018629323844759068,0.0395931676030159,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,浙江|餐饮|2023-06,浙江,2023-06,餐饮,10,10,0.4456164907848327,0.008512273677364878,0.9167199730873108,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|流通|2023-06,湖北,2023-06,流通,0,0,0.014687363037878244,0.0021384282150645516,-0.004623036365956068,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|生产|2023-06,湖北,2023-06,生产,5,5,0.22715144294009657,0.17461909426800745,0.6282340884208679,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖北|餐饮|2023-06,湖北,2023-06,餐饮,10,10,0.1104999124443497,0.07400407955005704,0.2533482015132904,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|流通|2023-06,湖南,2023-06,流通,1,1,0.009027511224464116,0.0019453154330412018,-0.019607746973633766,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|生产|2023-06,湖南,2023-06,生产,5,5,0.2115569790653572,0.23256572861126096,0.6354432106018066,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,湖南|餐饮|2023-06,湖南,2023-06,餐饮,3,3,0.14476579789939184,0.11902183019649974,0.3396703600883484,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
Q-learning,甘肃|流通|2023-06,甘肃,2023-06,流通,3,3,0.1976005055429239,0.20620855588131887,0.502687394618988,DQN修正版 experimental run / revised DQN experimental run; not formal policy conclusion
